Median consensus feature vector
9.799031809774074731e+00,7.262625930259748230e+00,9.990000000000000000e+02,2.465000000000000000e+02,5.925607919692993164e+00,6.043910980224609375e+00,7.693532185738112616e+01,2.622304168035398675e+01,1.177710430228625427e+01,1.416109110134534532e+01,6.286968662509973456e+02,5.978903064716172366e+01,1.816868203091233227e+03,1.808317879976930840e+02,7.968413523779718162e+02,8.333385221327193904e+01
